"start.timeString","start.ts","start.level","stop.timeString","stop.ts","stop.level","sampleCount"
"10:05:23 AM",1642259123510,0.059468367564928126,"10:05:27 AM",1642259127515,0.005938901944029054,4
"10:05:47 AM",1642259147512,0.1577379680776391,"10:05:49 AM",1642259149512,0.011700796533097324,2
"10:05:50 AM",1642259150508,0.35446028015991693,"10:05:53 AM",1642259153509,0.0007019257179479354,3
"10:05:56 AM",1642259156508,0.09905697805719169,"10:05:58 AM",1642259158510,0.0007324442274239326,2
"10:06:07 AM",1642259167508,0.26922208319345686,"10:06:09 AM",1642259169518,0.011133152256843776,2
