"message","ts","data"
"remote_audio_level",1642259152589,"{""audioLevel"":0.00005623413251903491,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259152700,"{""audioLevel"":0.00006309573444801929,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259152718,"{""audioLevel"":0.00005623413251903491,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259153110,"{""audioLevel"":0.007943282347242814,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259153273,"{""audioLevel"":0.015848931924611134,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259153509,"{""audioLevel"":0.0007019257179479354,""totalAudioEnergy"":2.07115134094202}"
"remote_audio_level",1642259153518,"{""audioLevel"":0.0025118864315095794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259153571,"{""audioLevel"":0.015848931924611134,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259153607,"{""audioLevel"":0.028183829312644536,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259153608,"{""audioLevel"":0.028183829312644536,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259153699,"{""audioLevel"":0.025118864315095794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259153710,"{""audioLevel"":0.028183829312644536,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259154110,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259154274,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259154509,"{""audioLevel"":0.0005676442762535478,""totalAudioEnergy"":2.0711516254784312}"
"remote_audio_level",1642259154518,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259154576,"{""audioLevel"":0.00707945784384138,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259154588,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259154589,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259154699,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259154719,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259155110,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259155272,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259155508,"{""audioLevel"":0.0006897183141575365,""totalAudioEnergy"":2.0711520988985934}"
"remote_audio_level",1642259155518,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259155572,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259155587,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259155590,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259155702,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259155710,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259156110,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259156272,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259156508,"{""audioLevel"":0.09905697805719169,""totalAudioEnergy"":2.0904621921756927}"
"remote_audio_level",1642259156542,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259156574,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259156590,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259156591,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259156699,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259156710,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259157110,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259157272,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259157510,"{""audioLevel"":0.24291512802514723,""totalAudioEnergy"":2.210102259089754}"
"remote_audio_level",1642259157517,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259157584,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259157587,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259157590,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259157699,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259157710,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259158112,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259158273,"{""audioLevel"":0.001584893192461114,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259158510,"{""audioLevel"":0.0007324442274239326,""totalAudioEnergy"":2.21010439568346}"
"remote_audio_level",1642259158518,"{""audioLevel"":0.000019952623149688786,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259158572,"{""audioLevel"":0.00001584893192461114,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259158596,"{""audioLevel"":0.000014125375446227555,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259158597,"{""audioLevel"":0.000014125375446227555,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259158699,"{""audioLevel"":0.000012589254117941661,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259158710,"{""audioLevel"":0.000012589254117941661,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259159110,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259159272,"{""audioLevel"":0.22387211385683395,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259159515,"{""audioLevel"":0.0033936582537308878,""totalAudioEnergy"":2.21013413257933}"
"remote_audio_level",1642259159518,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259159571,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259159588,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259159589,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259159699,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259159725,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259160110,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259160282,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259160508,"{""audioLevel"":0.0008972441785943175,""totalAudioEnergy"":2.2101398276291886}"
"remote_audio_level",1642259160517,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259160571,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259160593,"{""audioLevel"":0.002818382931264455,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259160594,"{""audioLevel"":0.002818382931264455,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259160699,"{""audioLevel"":0.002818382931264455,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259160710,"{""audioLevel"":0.002818382931264455,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259161110,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259161272,"{""audioLevel"":0.003981071705534973,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259161511,"{""audioLevel"":0,""totalAudioEnergy"":2.2101398276291886}"
"remote_audio_level",1642259161518,"{""audioLevel"":0.003981071705534973,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259161571,"{""audioLevel"":0.003981071705534973,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259161588,"{""audioLevel"":0.002818382931264455,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259161589,"{""audioLevel"":0.002818382931264455,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259161700,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259161730,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259162110,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259162275,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259162508,"{""audioLevel"":0.0005676442762535478,""totalAudioEnergy"":2.210145018756213}"
"remote_audio_level",1642259162518,"{""audioLevel"":0.003981071705534973,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259162580,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259162587,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259162590,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259162700,"{""audioLevel"":0.0025118864315095794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259162710,"{""audioLevel"":0.0025118864315095794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259163111,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259163273,"{""audioLevel"":0.003981071705534973,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259163510,"{""audioLevel"":0.002044740134891812,""totalAudioEnergy"":2.2101597845195613}"
"remote_audio_level",1642259163518,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259163574,"{""audioLevel"":0.0035481338923357532,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259163587,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259163590,"{""audioLevel"":0.0031622776601683794,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259163700,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259163710,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259164110,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259164274,"{""audioLevel"":0.000035481338923357534,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_track_mute",1642259164289,"{""id"":""bf0d2c4f-8a4d-4914-8a76-a2cf6ea63a55"",""kind"":""video"",""label"":""kj5BSfh72MWNnUa8ZuMHqd8XR0PBP5vN/V/TqFP1ootFEYVt/FADEOVr4oHyAKSE8rcSar5Wpo6u4bOMVyQCfQ=="",""readyState"":""live"",""enabled"":true,""contentHint"":"""",""muted"":true}"
"local_audio_level",1642259164511,"{""audioLevel"":0.03655507065034944,""totalAudioEnergy"":2.215488223098873}"
"remote_audio_level",1642259164518,"{""audioLevel"":0.000039810717055349695,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259164571,"{""audioLevel"":0.000039810717055349695,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259164589,"{""audioLevel"":0.000031622776601683795,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259164593,"{""audioLevel"":0.000031622776601683795,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259164699,"{""audioLevel"":0.00008912509381337459,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259164710,"{""audioLevel"":0.00008912509381337459,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259165110,"{""audioLevel"":0.0031622776601683794,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259165272,"{""audioLevel"":0.003981071705534973,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259165508,"{""audioLevel"":0.004535050508133183,""totalAudioEnergy"":2.2155109557513963}"
"remote_audio_level",1642259165517,"{""audioLevel"":0.0035481338923357532,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259165571,"{""audioLevel"":0.0035481338923357532,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259165588,"{""audioLevel"":0.001995262314968879,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259165589,"{""audioLevel"":0.001995262314968879,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
"remote_audio_level",1642259165699,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259165712,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259166110,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"gum_track_added",1642259166207,"{""trackData"":{""id"":""98902506-c66e-41cd-8019-c3d1879b4e56"",""kind"":""video"",""label"":""FaceTime HD Camera"",""readyState"":""live""}}"
"remote_audio_level",1642259166275,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"local_audio_level",1642259166510,"{""audioLevel"":0.0019287697988830226,""totalAudioEnergy"":2.2155160448364937}"
"remote_audio_level",1642259166517,"{""audioLevel"":0,""source"":1066940514,""id"":""D66D2775-5619-44B5-B852-61002C83D941-1"",""kind"":""audio"",""label"":""D66D2775-5619-44B5-B852-61002C83D941-1""}"
"remote_audio_level",1642259166571,"{""audioLevel"":0,""source"":3686208510,""id"":""2a244673-9b4e-4475-8b3e-cae438a8328d"",""kind"":""audio"",""label"":""2a244673-9b4e-4475-8b3e-cae438a8328d""}"
